Building,Date,SSID,Addr,RSSI
02_06_2021,15.0,telephone,3890a5298a02,-89.0
02_06_2021,15.0,uha,3890a5298a00,-90.0
02_06_2021,15.0,uha,3890a54ca360,-91.0
02_06_2021,15.0,eduroam,3890a54ca361,-91.0
02_06_2021,15.0,telephone,3890a54ca362,-92.0
02_06_2021,15.0,P.H. EST PARMI NOUS,6ec7ece83154,-51.0
02_06_2021,15.0,uha,3890a5600b40,-64.0
02_06_2021,15.0,eduroam,3890a5600b41,-65.0
02_06_2021,15.0,telephone,3890a5600b42,-65.0
02_06_2021,15.0,eduroam,3890a5298a01,-89.0
02_06_2021,15.0,telephone,3890a5298a02,-90.0
02_06_2021,15.0,uha,3890a5298a00,-91.0
02_06_2021,15.0,uha,3890a54ca360,-91.0
02_06_2021,15.0,eduroam,3890a54ca361,-91.0
02_06_2021,15.0,telephone,3890a54ca362,-91.0
02_06_2021,15.0,P.H. EST PARMI NOUS,6ec7ece83154,-52.0
02_06_2021,15.0,uha,3890a5600b40,-64.0
02_06_2021,15.0,eduroam,3890a5600b41,-64.0
02_06_2021,15.0,telephone,3890a5600b42,-64.0
02_06_2021,15.0,eduroam,3890a5298a01,-89.0
02_06_2021,15.0,telephone,3890a5298a02,-89.0
02_06_2021,15.0,eduroam,3890a54ca361,-90.0
02_06_2021,15.0,uha,3890a5298a00,-91.0
02_06_2021,15.0,telephone,3890a54ca362,-91.0
02_06_2021,15.0,uha,3890a54ca360,-92.0
02_06_2021,15.0,P.H. EST PARMI NOUS,6ec7ece83154,-53.0
02_06_2021,15.0,uha,3890a5600b40,-64.0
02_06_2021,15.0,eduroam,3890a5600b41,-64.0
02_06_2021,15.0,telephone,3890a5600b42,-64.0
02_06_2021,15.0,eduroam,3890a5298a01,-88.0
02_06_2021,15.0,uha,3890a5298a00,-89.0
02_06_2021,15.0,telephone,3890a5298a02,-90.0
02_06_2021,15.0,uha,3890a54ca360,-91.0
02_06_2021,15.0,eduroam,3890a54ca361,-91.0
02_06_2021,15.0,telephone,3890a54ca362,-91.0
02_06_2021,15.0,P.H. EST PARMI NOUS,6ec7ece83154,-54.0
02_06_2021,15.0,uha,3890a5600b40,-64.0
02_06_2021,15.0,eduroam,3890a5600b41,-64.0
02_06_2021,15.0,telephone,3890a5600b42,-64.0
02_06_2021,15.0,telephone,3890a5298a02,-88.0
02_06_2021,15.0,eduroam,3890a5298a01,-89.0
02_06_2021,15.0,eduroam,3890a54ca361,-90.0
02_06_2021,15.0,telephone,3890a54ca362,-91.0
02_06_2021,15.0,uha,3890a5298a00,-91.0
02_06_2021,15.0,uha,3890a54ca360,-92.0
02_06_2021,15.0,uha,3890a5298a00,-89.0
02_06_2021,15.0,eduroam,3890a5298a01,-90.0
02_06_2021,15.0,telephone,3890a5298a02,-90.0
02_06_2021,15.0,telephone,3890a54ca362,-91.0
02_06_2021,15.0,eduroam,3890a54ca361,-92.0
02_06_2021,15.0,uha,3890a54ca360,-93.0
02_06_2021,15.0,uha,3890a5298a00,-89.0
02_06_2021,15.0,uha,3890a54ca360,-91.0
02_06_2021,15.0,eduroam,3890a5298a01,-91.0
02_06_2021,15.0,telephone,3890a54ca362,-92.0
02_06_2021,15.0,telephone,3890a5298a02,-93.0
02_06_2021,15.0,eduroam,3890a54ca361,-93.0
02_06_2021,15.0,eduroam,3890a5298a01,-88.0
02_06_2021,15.0,uha,3890a5298a00,-90.0
02_06_2021,15.0,telephone,3890a5298a02,-90.0
02_06_2021,15.0,eduroam,3890a54ca361,-90.0
02_06_2021,15.0,telephone,3890a54ca362,-91.0
02_06_2021,15.0,uha,3890a54ca360,-92.0
02_06_2021,15.0,telephone,3890a5298a02,-88.0
02_06_2021,15.0,eduroam,3890a54ca361,-89.0
02_06_2021,15.0,telephone,3890a54ca362,-89.0
02_06_2021,15.0,uha,3890a5298a00,-89.0
02_06_2021,15.0,uha,3890a54ca360,-91.0
02_06_2021,15.0,eduroam,3890a5298a01,-91.0
02_06_2021,15.0,uha,3890a5298a00,-88.0
02_06_2021,15.0,telephone,3890a5298a02,-88.0
02_06_2021,15.0,eduroam,3890a5298a01,-92.0
02_06_2021,15.0,eduroam,3890a54ca361,-92.0
02_06_2021,15.0,telephone,3890a54ca362,-93.0
02_06_2021,15.0,uha,3890a54ca360,-93.0
02_06_2021,15.0,uha,3890a5298a00,-90.0
02_06_2021,15.0,eduroam,3890a5298a01,-90.0
02_06_2021,15.0,uha,3890a54ca360,-91.0
02_06_2021,15.0,eduroam,3890a54ca361,-91.0
02_06_2021,15.0,telephone,3890a54ca362,-91.0
02_06_2021,15.0,telephone,3890a5298a02,-92.0
02_06_2021,15.0,uha,3890a5298a00,-88.0
02_06_2021,15.0,telephone,3890a5298a02,-89.0
02_06_2021,15.0,eduroam,3890a54ca361,-90.0
02_06_2021,15.0,eduroam,3890a5298a01,-90.0
02_06_2021,15.0,uha,3890a54ca360,-91.0
02_06_2021,15.0,telephone,3890a54ca362,-91.0
02_06_2021,15.0,uha,3890a5298a00,-89.0
02_06_2021,15.0,telephone,3890a5298a02,-89.0
02_06_2021,15.0,eduroam,3890a5298a01,-90.0
02_06_2021,15.0,eduroam,3890a54ca361,-90.0
02_06_2021,15.0,uha,3890a54ca360,-91.0
02_06_2021,15.0,telephone,3890a54ca362,-91.0
02_06_2021,15.0,eduroam,3890a5298a01,-88.0
02_06_2021,15.0,uha,3890a5298a00,-89.0
02_06_2021,15.0,telephone,3890a5298a02,-89.0
02_06_2021,15.0,telephone,3890a54ca362,-90.0
02_06_2021,15.0,uha,3890a54ca360,-91.0
02_06_2021,15.0,eduroam,3890a54ca361,-91.0
02_06_2021,15.1,P.H. EST PARMI NOUS,6ec7ece83154,-48.0
02_06_2021,15.1,eduroam,3890a5600b41,-54.0
02_06_2021,15.1,telephone,3890a5600b42,-54.0
02_06_2021,15.1,uha,3890a5600b40,-54.0
02_06_2021,15.1,uha,3890a5298a00,-84.0
02_06_2021,15.1,uha,3890a54ca360,-86.0
02_06_2021,15.1,eduroam,3890a54ca361,-86.0
02_06_2021,15.1,telephone,3890a54ca362,-87.0
02_06_2021,15.1,uha,3890a5573840,-92.0
02_06_2021,15.1,eduroam,3890a5573841,-93.0
02_06_2021,15.1,telephone,3890a5573842,-93.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,uha,3890a5298a00,-84.0
02_06_2021,15.1,telephone,3890a5298a02,-85.0
02_06_2021,15.1,uha,3890a54ca360,-86.0
02_06_2021,15.1,eduroam,3890a54ca361,-86.0
02_06_2021,15.1,telephone,3890a54ca362,-86.0
02_06_2021,15.1,telephone,3890a5298a02,-84.0
02_06_2021,15.1,uha,3890a5298a00,-84.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,telephone,3890a54ca362,-87.0
02_06_2021,15.1,eduroam,3890a54ca361,-88.0
02_06_2021,15.1,uha,3890a54ca360,-88.0
02_06_2021,15.1,telephone,3890a5298a02,-83.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,uha,3890a5298a00,-85.0
02_06_2021,15.1,eduroam,3890a54ca361,-87.0
02_06_2021,15.1,telephone,3890a54ca362,-87.0
02_06_2021,15.1,uha,3890a54ca360,-88.0
02_06_2021,15.1,telephone,3890a5298a02,-79.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,uha,3890a5298a00,-85.0
02_06_2021,15.1,eduroam,3890a54ca361,-87.0
02_06_2021,15.1,uha,3890a54ca360,-88.0
02_06_2021,15.1,telephone,3890a54ca362,-88.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,telephone,3890a5298a02,-84.0
02_06_2021,15.1,uha,3890a5298a00,-85.0
02_06_2021,15.1,eduroam,3890a54ca361,-87.0
02_06_2021,15.1,telephone,3890a54ca362,-88.0
02_06_2021,15.1,uha,3890a54ca360,-89.0
02_06_2021,15.1,telephone,3890a5298a02,-83.0
02_06_2021,15.1,uha,3890a5298a00,-84.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,eduroam,3890a54ca361,-86.0
02_06_2021,15.1,telephone,3890a54ca362,-87.0
02_06_2021,15.1,uha,3890a54ca360,-88.0
02_06_2021,15.1,uha,3890a5298a00,-84.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,telephone,3890a5298a02,-84.0
02_06_2021,15.1,eduroam,3890a54ca361,-86.0
02_06_2021,15.1,telephone,3890a54ca362,-86.0
02_06_2021,15.1,uha,3890a54ca360,-87.0
02_06_2021,15.1,uha,3890a5298a00,-85.0
02_06_2021,15.1,eduroam,3890a5298a01,-85.0
02_06_2021,15.1,telephone,3890a5298a02,-85.0
02_06_2021,15.1,eduroam,3890a54ca361,-86.0
02_06_2021,15.1,telephone,3890a54ca362,-88.0
02_06_2021,15.1,uha,3890a54ca360,-90.0
02_06_2021,15.1,uha,3890a5298a00,-82.0
02_06_2021,15.1,telephone,3890a5298a02,-85.0
02_06_2021,15.1,telephone,3890a54ca362,-86.0
02_06_2021,15.1,eduroam,3890a5298a01,-87.0
02_06_2021,15.1,uha,3890a54ca360,-88.0
02_06_2021,15.1,eduroam,3890a54ca361,-88.0
02_06_2021,15.1,uha,3890a5298a00,-85.0
02_06_2021,15.1,eduroam,3890a5298a01,-85.0
02_06_2021,15.1,telephone,3890a5298a02,-85.0
02_06_2021,15.1,eduroam,3890a54ca361,-86.0
02_06_2021,15.1,telephone,3890a54ca362,-86.0
02_06_2021,15.1,uha,3890a54ca360,-87.0
02_06_2021,15.1,uha,3890a5298a00,-84.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,telephone,3890a5298a02,-84.0
02_06_2021,15.1,eduroam,3890a54ca361,-88.0
02_06_2021,15.1,uha,3890a54ca360,-89.0
02_06_2021,15.1,telephone,3890a54ca362,-89.0
02_06_2021,15.1,eduroam,3890a5298a01,-87.0
02_06_2021,15.1,eduroam,3890a54ca361,-87.0
02_06_2021,15.1,telephone,3890a54ca362,-87.0
02_06_2021,15.1,uha,3890a54ca360,-88.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,telephone,3890a5298a02,-84.0
02_06_2021,15.1,uha,3890a5298a00,-88.0
02_06_2021,15.1,telephone,3890a54ca362,-88.0
02_06_2021,15.1,uha,3890a54ca360,-89.0
02_06_2021,15.1,eduroam,3890a54ca361,-89.0
02_06_2021,15.1,telephone,3890a5298a02,-84.0
02_06_2021,15.1,uha,3890a5298a00,-84.0
02_06_2021,15.1,uha,3890a54ca360,-88.0
02_06_2021,15.1,eduroam,3890a54ca361,-88.0
02_06_2021,15.1,telephone,3890a54ca362,-88.0
02_06_2021,15.1,eduroam,3890a5298a01,-88.0
02_06_2021,15.1,telephone,3890a5298a02,-81.0
02_06_2021,15.1,uha,3890a5298a00,-84.0
02_06_2021,15.1,uha,3890a54ca360,-85.0
02_06_2021,15.1,eduroam,3890a54ca361,-86.0
02_06_2021,15.1,telephone,3890a54ca362,-86.0
02_06_2021,15.1,eduroam,3890a5298a01,-84.0
02_06_2021,15.1,telephone,3890a5298a02,-85.0
02_06_2021,15.1,uha,3890a5298a00,-86.0
02_06_2021,15.1,uha,3890a54ca360,-87.0
02_06_2021,15.1,telephone,3890a54ca362,-87.0
02_06_2021,15.1,eduroam,3890a54ca361,-88.0
02_06_2021,16.0,eduroam,3890a5600b41,-52.0
02_06_2021,16.0,uha,3890a5600b40,-53.0
02_06_2021,16.0,telephone,3890a5600b42,-53.0
02_06_2021,16.0,P.H. EST PARMI NOUS,6ec7ece83154,-57.0
02_06_2021,16.0,telephone,3890a54ca362,-82.0
02_06_2021,16.0,eduroam,3890a54ca361,-82.0
02_06_2021,16.0,uha,3890a54ca360,-83.0
02_06_2021,16.0,eduroam,3890a5499de1,-90.0
02_06_2021,16.0,eduroam,3890a5298a01,-91.0
02_06_2021,16.0,telephone,3890a5298a02,-91.0
02_06_2021,16.0,uha,3890a5298a00,-92.0
02_06_2021,16.0,uha,3890a5499de0,-92.0
02_06_2021,16.0,telephone,3890a5499de2,-93.0
02_06_2021,16.0,eduroam,3890a5600b41,-53.0
02_06_2021,16.0,telephone,3890a5600b42,-53.0
02_06_2021,16.0,uha,3890a5600b40,-54.0
02_06_2021,16.0,P.H. EST PARMI NOUS,6ec7ece83154,-55.0
02_06_2021,16.0,uha,3890a54ca360,-82.0
02_06_2021,16.0,eduroam,3890a54ca361,-83.0
02_06_2021,16.0,telephone,3890a54ca362,-83.0
02_06_2021,16.0,uha,3890a5298a00,-92.0
02_06_2021,16.0,uha,3890a5499de0,-92.0
02_06_2021,16.0,eduroam,3890a5499de1,-94.0
02_06_2021,16.0,uha,3890a5600b40,-53.0
02_06_2021,16.0,eduroam,3890a5600b41,-53.0
02_06_2021,16.0,telephone,3890a5600b42,-54.0
02_06_2021,16.0,P.H. EST PARMI NOUS,6ec7ece83154,-63.0
02_06_2021,16.0,telephone,3890a54ca362,-82.0
02_06_2021,16.0,uha,3890a54ca360,-83.0
02_06_2021,16.0,eduroam,3890a54ca361,-83.0
02_06_2021,16.0,telephone,3890a5298a02,-89.0
02_06_2021,16.0,uha,3890a5298a00,-90.0
02_06_2021,16.0,uha,3890a5499de0,-91.0
02_06_2021,16.0,eduroam,3890a5298a01,-92.0
02_06_2021,16.0,telephone,3890a5499de2,-92.0
02_06_2021,16.0,eduroam,3890a5499de1,-92.0
02_06_2021,16.0,uha,3890a5600b40,-53.0
02_06_2021,16.0,eduroam,3890a5600b41,-54.0
02_06_2021,16.0,telephone,3890a5600b42,-54.0
02_06_2021,16.0,P.H. EST PARMI NOUS,6ec7ece83154,-55.0
02_06_2021,16.0,uha,3890a54ca360,-82.0
02_06_2021,16.0,eduroam,3890a54ca361,-82.0
02_06_2021,16.0,telephone,3890a54ca362,-82.0
02_06_2021,16.0,eduroam,3890a5298a01,-88.0
02_06_2021,16.0,uha,3890a5298a00,-89.0
02_06_2021,16.0,telephone,3890a5298a02,-90.0
02_06_2021,16.0,uha,3890a5499de0,-93.0
02_06_2021,16.0,eduroam,3890a5499de1,-93.0
02_06_2021,16.0,telephone,3890a5499de2,-93.0
02_06_2021,16.0,uha,3890a5600b40,-53.0
02_06_2021,16.0,eduroam,3890a5600b41,-53.0
02_06_2021,16.0,telephone,3890a5600b42,-53.0
02_06_2021,16.0,P.H. EST PARMI NOUS,6ec7ece83154,-55.0
02_06_2021,16.0,telephone,3890a54ca362,-82.0
02_06_2021,16.0,eduroam,3890a54ca361,-82.0
02_06_2021,16.0,uha,3890a54ca360,-83.0
02_06_2021,16.0,eduroam,3890a5298a01,-91.0
02_06_2021,16.0,uha,3890a5298a00,-92.0
02_06_2021,16.0,telephone,3890a5298a02,-93.0
02_06_2021,16.0,telephone,3890a5600b42,-52.0
02_06_2021,16.0,uha,3890a5600b40,-53.0
02_06_2021,16.0,eduroam,3890a5600b41,-53.0
02_06_2021,16.0,P.H. EST PARMI NOUS,6ec7ece83154,-55.0
02_06_2021,16.0,telephone,3890a54ca362,-82.0
02_06_2021,16.0,uha,3890a54ca360,-84.0
02_06_2021,16.0,eduroam,3890a5298a01,-92.0
02_06_2021,16.0,telephone,3890a5298a02,-92.0
02_06_2021,16.0,uha,3890a5499de0,-92.0
02_06_2021,16.0,P.H. EST PARMI NOUS,6ec7ece83154,-53.0
02_06_2021,16.0,uha,3890a5600b40,-53.0
02_06_2021,16.0,eduroam,3890a5600b41,-53.0
02_06_2021,16.0,telephone,3890a5600b42,-53.0
02_06_2021,16.0,uha,3890a54ca360,-83.0
02_06_2021,16.0,eduroam,3890a54ca361,-83.0
02_06_2021,16.0,telephone,3890a54ca362,-83.0
02_06_2021,16.0,uha,3890a5298a00,-92.0
02_06_2021,16.0,eduroam,3890a5298a01,-92.0
02_06_2021,16.0,telephone,3890a5298a02,-92.0
02_06_2021,16.0,eduroam,3890a5499de1,-93.0
02_06_2021,16.0,uha,3890a5499de0,-94.0
02_06_2021,16.0,telephone,3890a5499de2,-94.0
02_06_2021,16.0,uha,3890a54ca360,-85.0
02_06_2021,16.0,telephone,3890a54ca362,-85.0
02_06_2021,16.0,eduroam,3890a54ca361,-86.0
02_06_2021,16.0,telephone,3890a54ca362,-84.0
02_06_2021,16.0,uha,3890a54ca360,-84.0
02_06_2021,16.0,eduroam,3890a54ca361,-89.0
02_06_2021,16.0,eduroam,3890a5298a01,-91.0
02_06_2021,16.0,telephone,3890a5298a02,-92.0
02_06_2021,16.0,uha,3890a5298a00,-93.0
02_06_2021,16.0,eduroam,3890a54ca361,-83.0
02_06_2021,16.0,telephone,3890a54ca362,-83.0
02_06_2021,16.0,uha,3890a54ca360,-84.0
02_06_2021,16.0,uha,3890a54ca360,-81.0
02_06_2021,16.0,eduroam,3890a54ca361,-84.0
02_06_2021,16.0,telephone,3890a54ca362,-85.0
02_06_2021,16.0,telephone,3890a5298a02,-92.0
02_06_2021,16.0,uha,3890a5298a00,-93.0
02_06_2021,16.0,eduroam,3890a5298a01,-94.0
02_06_2021,16.0,uha,3890a54ca360,-83.0
02_06_2021,16.0,eduroam,3890a54ca361,-83.0
02_06_2021,16.0,telephone,3890a54ca362,-84.0
02_06_2021,16.0,uha,3890a5298a00,-91.0
02_06_2021,16.0,telephone,3890a5298a02,-91.0
02_06_2021,16.1,P.H. EST PARMI NOUS,6ec7ece83154,-48.0
02_06_2021,16.1,uha,3890a5600b40,-52.0
02_06_2021,16.1,eduroam,3890a5600b41,-52.0
02_06_2021,16.1,telephone,3890a5600b42,-53.0
02_06_2021,16.1,uha,3890a54ca360,-86.0
02_06_2021,16.1,eduroam,3890a54ca361,-87.0
02_06_2021,16.1,telephone,3890a54ca362,-87.0
02_06_2021,16.1,uha,3890a5499de0,-92.0
02_06_2021,16.1,eduroam,3890a5499de1,-93.0
02_06_2021,16.1,telephone,3890a5499de2,-93.0
02_06_2021,16.1,uha,3890a5298a00,-94.0
02_06_2021,16.1,telephone,3890a5298a02,-94.0
02_06_2021,16.1,eduroam,3890a5298a01,-95.0
02_06_2021,16.1,P.H. EST PARMI NOUS,6ec7ece83154,-43.0
02_06_2021,16.1,uha,3890a5600b40,-51.0
02_06_2021,16.1,eduroam,3890a5600b41,-52.0
02_06_2021,16.1,telephone,3890a5600b42,-53.0
02_06_2021,16.1,uha,3890a54ca360,-86.0
02_06_2021,16.1,eduroam,3890a54ca361,-86.0
02_06_2021,16.1,telephone,3890a54ca362,-86.0
02_06_2021,16.1,eduroam,3890a5298a01,-90.0
02_06_2021,16.1,uha,3890a5499de0,-90.0
02_06_2021,16.1,uha,3890a5298a00,-91.0
02_06_2021,16.1,telephone,3890a5298a02,-91.0
02_06_2021,16.1,telephone,3890a5499de2,-93.0
02_06_2021,16.1,P.H. EST PARMI NOUS,6ec7ece83154,-47.0
02_06_2021,16.1,eduroam,3890a5600b41,-51.0
02_06_2021,16.1,uha,3890a5600b40,-52.0
02_06_2021,16.1,telephone,3890a5600b42,-53.0
02_06_2021,16.1,uha,3890a54ca360,-86.0
02_06_2021,16.1,eduroam,3890a54ca361,-86.0
02_06_2021,16.1,telephone,3890a54ca362,-86.0
02_06_2021,16.1,uha,3890a5499de0,-90.0
02_06_2021,16.1,telephone,3890a5298a02,-91.0
02_06_2021,16.1,eduroam,3890a5499de1,-91.0
02_06_2021,16.1,telephone,3890a5499de2,-91.0
02_06_2021,16.1,uha,3890a5298a00,-92.0
02_06_2021,16.1,P.H. EST PARMI NOUS,6ec7ece83154,-48.0
02_06_2021,16.1,uha,3890a5600b40,-53.0
02_06_2021,16.1,eduroam,3890a5600b41,-53.0
02_06_2021,16.1,telephone,3890a5600b42,-53.0
02_06_2021,16.1,eduroam,3890a54ca361,-86.0
02_06_2021,16.1,telephone,3890a54ca362,-86.0
02_06_2021,16.1,uha,3890a54ca360,-87.0
02_06_2021,16.1,telephone,3890a5298a02,-90.0
02_06_2021,16.1,uha,3890a5298a00,-93.0
02_06_2021,16.1,eduroam,3890a5298a01,-93.0
02_06_2021,16.1,P.H. EST PARMI NOUS,6ec7ece83154,-48.0
02_06_2021,16.1,uha,3890a5600b40,-52.0
02_06_2021,16.1,telephone,3890a5600b42,-52.0
02_06_2021,16.1,eduroam,3890a5600b41,-53.0
02_06_2021,16.1,telephone,3890a54ca362,-85.0
02_06_2021,16.1,uha,3890a54ca360,-86.0
02_06_2021,16.1,eduroam,3890a54ca361,-86.0
02_06_2021,16.1,uha,3890a5298a00,-91.0
02_06_2021,16.1,eduroam,3890a5298a01,-92.0
02_06_2021,16.1,telephone,3890a5499de2,-92.0
02_06_2021,16.1,telephone,3890a5298a02,-93.0
02_06_2021,16.1,P.H. EST PARMI NOUS,6ec7ece83154,-47.0
02_06_2021,16.1,uha,3890a5600b40,-52.0
02_06_2021,16.1,eduroam,3890a5600b41,-52.0
02_06_2021,16.1,telephone,3890a5600b42,-53.0
02_06_2021,16.1,eduroam,3890a54ca361,-83.0
02_06_2021,16.1,uha,3890a54ca360,-84.0
02_06_2021,16.1,telephone,3890a54ca362,-86.0
02_06_2021,16.1,eduroam,3890a5499de1,-92.0
02_06_2021,16.1,telephone,3890a5499de2,-92.0
02_06_2021,16.1,P.H. EST PARMI NOUS,6ec7ece83154,-49.0
02_06_2021,16.1,uha,3890a5600b40,-52.0
02_06_2021,16.1,eduroam,3890a5600b41,-52.0
02_06_2021,16.1,telephone,3890a5600b42,-53.0
02_06_2021,16.1,eduroam,3890a54ca361,-85.0
02_06_2021,16.1,uha,3890a54ca360,-86.0
02_06_2021,16.1,telephone,3890a54ca362,-87.0
02_06_2021,16.1,uha,3890a5298a00,-92.0
02_06_2021,16.1,P.H. EST PARMI NOUS,6ec7ece83154,-47.0
02_06_2021,16.1,uha,3890a5600b40,-52.0
02_06_2021,16.1,eduroam,3890a5600b41,-52.0
02_06_2021,16.1,telephone,3890a5600b42,-52.0
02_06_2021,16.1,uha,3890a54ca360,-83.0
02_06_2021,16.1,telephone,3890a54ca362,-84.0
02_06_2021,16.1,eduroam,3890a54ca361,-85.0
02_06_2021,16.1,eduroam,3890a5499de1,-91.0
02_06_2021,16.1,telephone,3890a5499de2,-91.0
02_06_2021,16.1,uha,3890a5298a00,-93.0
02_06_2021,16.1,eduroam,3890a5298a01,-93.0
02_06_2021,16.1,telephone,3890a5298a02,-95.0
02_06_2021,16.1,eduroam,3890a5600b41,-52.0
02_06_2021,16.1,telephone,3890a5600b42,-52.0
02_06_2021,16.1,uha,3890a5600b40,-53.0
02_06_2021,16.1,eduroam,3890a54ca361,-85.0
02_06_2021,16.1,telephone,3890a54ca362,-85.0
02_06_2021,16.1,uha,3890a54ca360,-86.0
02_06_2021,16.1,eduroam,3890a5499de1,-91.0
02_06_2021,16.1,telephone,3890a5499de2,-94.0
02_06_2021,16.1,uha,3890a5298a00,-95.0
02_06_2021,16.1,eduroam,3890a54ca361,-84.0
02_06_2021,16.1,telephone,3890a54ca362,-84.0
02_06_2021,16.1,uha,3890a54ca360,-85.0
02_06_2021,16.1,eduroam,3890a5298a01,-94.0
02_06_2021,16.1,telephone,3890a5298a02,-94.0
02_06_2021,17.0,P.H. EST PARMI NOUS,6ec7ece83154,-53.0
02_06_2021,17.0,uha,3890a5600b40,-59.0
02_06_2021,17.0,telephone,3890a5600b42,-59.0
02_06_2021,17.0,eduroam,3890a5600b41,-60.0
02_06_2021,17.0,uha,3890a54ca360,-85.0
02_06_2021,17.0,telephone,3890a54ca362,-85.0
02_06_2021,17.0,eduroam,3890a54ca361,-86.0
02_06_2021,17.0,uha,3890a5298a00,-86.0
02_06_2021,17.0,telephone,3890a5298a02,-86.0
02_06_2021,17.0,eduroam,3890a5298a01,-87.0
02_06_2021,17.0,eduroam,3890a5499de1,-87.0
02_06_2021,17.0,uha,3890a5499de0,-88.0
02_06_2021,17.0,uha,3890a5573840,-91.0
02_06_2021,17.0,telephone,3890a5573842,-93.0
02_06_2021,17.0,eduroam,3890a5573841,-94.0
02_06_2021,17.0,uha,3890a5600b40,-61.0
02_06_2021,17.0,telephone,3890a5600b42,-61.0
02_06_2021,17.0,eduroam,3890a5600b41,-61.0
02_06_2021,17.0,P.H. EST PARMI NOUS,6ec7ece83154,-64.0
02_06_2021,17.0,telephone,3890a54ca362,-82.0
02_06_2021,17.0,eduroam,3890a54ca361,-85.0
02_06_2021,17.0,telephone,3890a5298a02,-85.0
02_06_2021,17.0,uha,3890a54ca360,-87.0
02_06_2021,17.0,eduroam,3890a5298a01,-87.0
02_06_2021,17.0,uha,3890a5298a00,-88.0
02_06_2021,17.0,uha,3890a5573840,-91.0
02_06_2021,17.0,uha,3890a5600b40,-62.0
02_06_2021,17.0,telephone,3890a5600b42,-62.0
02_06_2021,17.0,eduroam,3890a5600b41,-63.0
02_06_2021,17.0,telephone,3890a54ca362,-85.0
02_06_2021,17.0,uha,3890a5298a00,-87.0
02_06_2021,17.0,eduroam,3890a5298a01,-88.0
02_06_2021,17.0,uha,3890a5499de0,-88.0
02_06_2021,17.0,telephone,3890a5298a02,-89.0
02_06_2021,17.0,telephone,3890a5499de2,-89.0
02_06_2021,17.0,telephone,3890a5573842,-91.0
02_06_2021,17.0,uha,3890a5573840,-92.0
02_06_2021,17.0,eduroam,3890a5573841,-96.0
02_06_2021,17.0,telephone,3890a5600b42,-64.0
02_06_2021,17.0,uha,3890a5600b40,-64.0
02_06_2021,17.0,eduroam,3890a5600b41,-64.0
02_06_2021,17.0,P.H. EST PARMI NOUS,6ec7ece83154,-67.0
02_06_2021,17.0,eduroam,3890a54ca361,-80.0
02_06_2021,17.0,telephone,3890a54ca362,-85.0
02_06_2021,17.0,uha,3890a54ca360,-86.0
02_06_2021,17.0,uha,3890a5298a00,-88.0
02_06_2021,17.0,eduroam,3890a5298a01,-88.0
02_06_2021,17.0,telephone,3890a5298a02,-88.0
02_06_2021,17.0,uha,3890a5573840,-91.0
02_06_2021,17.0,eduroam,3890a5573841,-93.0
02_06_2021,17.0,telephone,3890a5573842,-94.0
02_06_2021,17.0,uha,3890a5600b40,-63.0
02_06_2021,17.0,eduroam,3890a5600b41,-63.0
02_06_2021,17.0,telephone,3890a5600b42,-63.0
02_06_2021,17.0,P.H. EST PARMI NOUS,6ec7ece83154,-66.0
02_06_2021,17.0,telephone,3890a54ca362,-81.0
02_06_2021,17.0,uha,3890a54ca360,-85.0
02_06_2021,17.0,eduroam,3890a54ca361,-86.0
02_06_2021,17.0,telephone,3890a5298a02,-87.0
02_06_2021,17.0,telephone,3890a5499de2,-87.0
02_06_2021,17.0,uha,3890a5298a00,-88.0
02_06_2021,17.0,eduroam,3890a5298a01,-88.0
02_06_2021,17.0,uha,3890a5499de0,-88.0
02_06_2021,17.0,eduroam,3890a5499de1,-88.0
02_06_2021,17.0,uha,3890a5573840,-91.0
02_06_2021,17.0,eduroam,3890a5573841,-94.0
02_06_2021,17.0,telephone,3890a5573842,-94.0
02_06_2021,17.0,uha,3890a5600b40,-63.0
02_06_2021,17.0,eduroam,3890a5600b41,-64.0
02_06_2021,17.0,telephone,3890a5600b42,-64.0
02_06_2021,17.0,P.H. EST PARMI NOUS,6ec7ece83154,-64.0
02_06_2021,17.0,uha,3890a54ca360,-86.0
02_06_2021,17.0,eduroam,3890a54ca361,-87.0
02_06_2021,17.0,telephone,3890a54ca362,-87.0
02_06_2021,17.0,uha,3890a5298a00,-87.0
02_06_2021,17.0,eduroam,3890a5298a01,-88.0
02_06_2021,17.0,eduroam,3890a5499de1,-88.0
02_06_2021,17.0,telephone,3890a5499de2,-88.0
02_06_2021,17.0,uha,3890a5499de0,-89.0
02_06_2021,17.0,eduroam,3890a5573841,-92.0
02_06_2021,17.0,telephone,3890a5573842,-92.0
